temp,humid,co2,voc,pm25
26.81,47.55,493,81,5
26.76,47.38,499,103,5
26.75,47.87,506,133,4
26.78,47.52,510,136,4
26.76,47.59,521,147,4
26.65,48.04,527,147,4
26.71,47.77,530,135,4
26.53,48.34,530,160,3
26.67,48.34,539,138,4
26.62,48.42,533,159,4
26.62,48.66,533,504,4
26.69,48.5,539,615,3
26.66,48.76,547,591,3
26.6,49.01,556,521,4
26.6,48.97,563,507,4
26.62,48.92,567,423,2
26.67,49.07,569,387,3
26.66,49.41,578,350,3
26.69,51.28,621,347,3
26.78,52.01,649,358,3
26.67,50.98,713,463,4
26.69,53.21,704,437,3
26.62,53.77,701,414,4
26.56,54.05,705,395,4
26.53,54.31,701,388,3
26.49,54.41,695,372,3
26.46,54.48,691,354,3
26.45,54.55,678,331,3
26.35,54.87,678,321,3
26.39,54.82,669,318,2
26.32,55.11,664,310,3
26.34,55.13,662,290,3
26.34,54.77,655,297,3
26.31,54.99,654,299,3
26.31,55.14,655,284,4
26.27,55.18,652,286,3
26.29,55.28,660,266,3
26.31,55.11,653,288,4
26.32,56.0,649,279,2
26.29,55.15,649,279,3
26.27,55.43,651,262,3
26.18,55.68,655,264,4
26.18,55.64,649,249,3
26.19,55.72,645,248,4
26.19,55.94,645,243,4
26.21,55.82,646,247,3
26.18,55.88,648,243,4
26.21,55.73,646,247,3
26.21,56.17,645,222,4
26.17,56.33,647,221,4
26.21,55.96,651,213,3
26.15,56.13,652,215,3
26.25,56.21,651,212,3
26.19,56.38,654,212,4
26.21,56.1,656,213,3
26.12,56.27,659,199,5
26.11,56.31,659,194,4
26.02,56.49,652,188,4
26.08,56.22,649,192,3
25.98,56.45,645,201,4
25.99,56.18,640,198,4
26.01,56.33,638,206,4
26.01,56.32,635,205,4
25.99,56.41,633,192,3
26.04,56.19,635,199,3
25.92,56.47,637,194,3
25.95,56.73,634,197,3
25.96,56.54,636,184,3
25.94,56.58,633,191,3
25.91,56.67,638,184,3
25.95,56.44,640,188,3
25.98,56.61,654,203,3
25.94,56.64,648,181,3
25.96,56.6,643,187,3
25.94,56.74,643,187,4
25.88,56.82,644,181,3
25.84,57.08,639,173,3
25.88,56.99,638,194,3
25.96,56.79,637,185,3
25.89,57.15,640,194,3
25.94,56.69,640,237,3
25.91,56.77,637,214,3
26.04,56.45,648,195,5
25.99,56.53,640,196,4
25.95,56.71,642,193,4
26.02,56.34,641,186,3
25.96,56.69,650,185,3
25.91,56.61,644,180,3
25.92,56.39,642,178,3
25.89,56.76,644,189,3
25.91,56.72,648,175,4
25.92,56.66,651,183,3
25.89,56.63,656,175,3
25.89,56.57,650,190,3
25.89,56.69,648,176,3
25.95,56.66,652,182,3
25.84,57.0,652,171,3
25.92,56.52,651,183,3
25.85,56.67,646,175,3
25.92,56.65,648,176,3
25.85,56.72,650,167,3
25.87,56.83,655,171,3
25.89,56.91,663,167,4
25.74,57.09,669,159,3
25.91,56.62,655,158,3
25.87,56.83,655,157,3
25.95,56.4,647,164,3
25.96,56.39,653,171,4
25.96,56.49,651,159,3
25.94,56.44,648,156,3
25.95,56.32,649,153,4
26.02,56.23,654,169,3
25.99,56.5,661,176,3
25.96,56.52,660,174,3
25.99,56.34,659,307,3
25.91,56.53,658,256,4
25.94,56.65,650,214,3
25.99,56.48,654,188,4
26.04,56.18,647,193,4
25.99,56.37,644,183,3
25.99,56.47,645,189,3
25.98,56.4,646,188,3
25.95,56.46,651,185,4
25.94,56.66,653,199,4
25.99,56.47,643,185,3
25.96,56.62,629,213,3
25.94,56.57,621,256,3
25.98,56.29,614,277,3
25.85,56.57,609,298,3
25.84,56.59,613,330,3
25.91,56.31,613,335,3
25.84,56.45,611,325,3
25.83,56.57,617,312,3
25.89,56.33,621,295,3
25.96,56.27,622,284,3
25.87,56.46,620,283,3
25.96,56.32,622,264,3
26.05,56.07,622,280,4
25.89,56.6,628,278,3
25.95,56.28,629,285,3
26.14,55.08,629,284,3
26.11,55.09,701,254,3
25.99,55.26,657,271,5
26.05,55.07,642,264,4
25.98,55.47,637,252,3
26.07,55.37,636,260,5
26.12,55.08,633,230,4
26.04,55.38,629,244,3
25.99,55.48,624,219,4
26.08,54.94,626,228,4
26.01,55.12,624,253,3
25.99,55.27,619,223,3
26.08,55.06,601,207,3
26.02,55.54,598,208,4
26.12,55.06,590,212,3
26.15,54.95,585,223,3
26.21,55.24,596,192,4
26.21,55.3,599,200,4
26.19,55.33,609,192,3
26.25,55.55,612,195,3
26.21,55.75,627,195,3
26.21,56.08,624,234,3
26.25,55.72,639,199,3
26.34,55.68,640,200,3
26.31,56.37,641,205,3
26.48,56.05,648,214,2
26.34,56.21,676,188,4
26.35,56.32,665,189,2
26.32,55.86,653,186,2
26.28,56.24,640,172,3
26.34,55.62,630,166,6
26.34,55.3,624,204,10
26.34,55.1,621,284,8
26.29,55.25,626,271,10
26.34,55.96,619,281,11
26.34,55.18,613,274,10
26.38,55.16,614,307,10
26.34,55.13,610,332,6
26.38,55.31,614,350,6
26.35,55.78,613,353,7
26.48,55.88,641,293,11
26.38,55.47,652,268,8
26.32,55.67,642,256,4
26.29,55.89,629,263,5
26.28,55.98,626,238,15
26.35,56.32,634,267,49
26.38,56.09,633,256,46
26.31,56.15,625,222,39
26.35,56.04,621,224,30
26.32,56.07,617,211,23
26.28,55.89,610,194,19
26.29,55.98,607,179,15
26.34,55.6,602,181,14
26.32,55.67,601,167,14
26.34,55.6,602,192,21
26.27,55.71,601,169,34
26.34,55.66,596,169,51
26.27,55.8,588,154,55
26.22,55.49,567,135,45
26.25,55.21,548,128,41
26.19,55.31,536,125,36
26.18,55.34,525,120,31
26.18,55.5,521,118,29
26.11,55.47,506,116,23
26.04,55.42,503,107,21
26.09,54.98,491,113,18
26.15,54.59,486,116,16
26.05,54.69,481,116,14
26.14,54.22,474,110,12
26.17,53.94,474,119,11
26.11,54.12,470,109,9
26.14,54.14,472,111,8
26.11,54.15,476,110,8
26.12,54.26,479,108,7
26.08,54.38,487,107,6
26.09,54.28,494,114,6
26.09,54.36,497,102,5
26.04,54.32,494,112,5
26.11,54.07,491,104,4
26.02,54.38,484,101,4
25.98,54.52,476,109,4
26.02,54.43,476,107,3
26.07,54.41,477,104,10
26.01,54.48,506,94,3
26.11,54.1,505,105,4
25.96,54.06,493,101,3
26.04,53.75,481,97,2
25.99,53.76,471,90,2
26.05,53.38,465,94,2
25.96,53.33,458,92,2
25.98,53.0,448,95,1
25.96,52.75,445,93,1
26.01,52.47,443,87,1
25.99,52.35,441,87,1
25.94,52.27,440,85,1
25.91,51.89,434,84,1
25.94,51.47,435,93,1
26.01,50.92,428,84,1
25.88,50.72,425,81,1
25.92,50.19,423,84,1
25.92,49.83,424,79,1
25.91,49.31,422,78,1
25.92,48.94,421,80,1
25.88,48.73,419,78,0
25.85,48.31,420,81,1
25.92,47.68,416,77,0
25.88,47.41,411,76,1
25.87,47.28,415,72,1
25.81,47.12,413,69,0
25.84,46.61,409,77,0
25.83,46.89,410,77,1
25.91,46.4,410,77,0
25.85,46.19,408,77,1
25.81,46.46,405,70,0
25.81,46.32,405,69,1
25.84,46.32,408,71,0
25.8,46.41,405,64,0
25.89,46.18,409,64,1
25.81,46.41,423,71,1
25.87,46.1,424,75,1
25.84,45.89,424,77,0
25.89,45.69,419,69,1
25.85,45.69,415,67,1
25.85,45.42,411,71,1
25.87,45.68,406,66,0
25.78,45.73,406,62,0
25.78,45.66,407,64,0
25.84,45.6,408,60,0
25.8,45.59,406,65,0
25.83,45.51,409,61,1
25.81,45.63,412,55,1
25.8,45.52,406,57,0
25.84,45.55,411,57,1
25.81,45.69,407,50,1
25.83,45.64,409,60,1
25.8,45.77,409,53,1
25.83,45.74,406,65,1
25.78,45.79,408,57,1
25.75,45.66,408,64,1
25.75,45.66,408,55,1
25.81,45.64,407,57,1
25.87,45.52,406,54,0
25.77,45.58,402,55,1
25.77,45.53,404,55,1
25.74,45.34,408,66,1
25.74,45.32,408,52,1
25.75,45.57,403,56,1
25.85,45.74,410,56,1
25.88,46.92,464,78,2
25.88,47.53,504,77,2
26.02,48.53,541,97,2
25.92,48.91,564,102,2
25.94,49.2,569,117,2
25.95,49.34,571,106,2
25.98,49.56,580,102,3
25.96,49.55,574,117,2
25.96,49.78,577,112,2
25.99,49.85,577,109,2
25.96,50.25,581,114,3
25.98,50.31,581,102,2
26.01,50.34,586,108,1
26.11,50.18,583,115,2
26.04,50.52,584,108,2
26.05,50.59,588,99,2
26.01,50.89,591,105,3
26.04,51.0,597,107,2
26.08,51.16,604,121,2
26.07,51.42,617,124,2
26.07,51.49,626,135,2
26.09,51.65,645,150,2
26.21,53.09,660,142,4
26.22,54.4,667,141,2
26.07,54.81,716,172,3
26.14,55.77,757,183,3
26.18,54.76,763,167,2
26.25,56.44,763,152,3
26.08,56.59,758,156,3
26.14,56.39,754,152,2
26.08,56.68,751,168,3
26.12,56.28,762,160,3
26.07,57.74,786,169,2
26.07,56.6,780,157,3
26.04,57.41,776,155,2
26.12,55.57,774,159,2
26.14,57.06,758,149,2
26.14,57.1,751,152,2
26.08,57.01,757,166,2
26.01,57.69,754,142,2
25.99,57.3,739,153,1
25.99,57.17,737,153,2
25.98,57.28,735,147,2
25.95,57.23,726,144,2
25.99,57.07,729,147,2
25.89,57.53,717,145,1
25.87,57.37,712,140,1
25.94,57.33,702,143,2
25.88,57.69,706,148,2
25.89,57.72,705,149,1
25.94,57.57,699,143,1
25.85,57.84,689,142,2
25.98,57.34,685,149,1
25.85,57.72,690,142,2
25.89,57.72,683,136,1
25.84,57.7,695,143,1
25.91,57.52,691,139,2
25.85,57.69,688,136,1
25.87,57.81,683,143,1
25.98,57.58,682,139,3
25.88,57.57,679,139,2
25.8,57.96,675,133,2
25.92,57.6,666,135,2
25.88,57.88,673,144,1
25.89,57.63,676,144,2
25.85,57.87,674,148,2
25.87,57.8,668,142,1
25.89,57.53,665,142,2
25.89,57.56,672,143,2
25.81,57.92,673,135,1
25.92,57.43,674,142,2
25.84,57.86,665,136,2
25.81,57.83,669,137,3
25.89,57.34,657,141,2
25.83,57.7,658,150,2
25.85,57.48,663,145,2
25.91,57.15,658,141,1
25.88,57.27,663,140,2
25.87,57.21,644,133,1
25.8,57.77,646,2192,2
25.85,57.47,656,163,2
25.96,57.12,656,152,2
25.77,57.62,661,149,2
25.94,57.19,665,143,2
26.09,57.2,679,150,2
25.92,57.15,682,149,1
25.92,57.21,670,144,2
25.95,57.35,673,136,1
25.84,57.62,676,142,2
25.89,57.13,676,146,2
25.85,57.38,685,142,1
25.83,57.51,672,139,2
25.85,57.48,681,146,1
25.8,57.76,670,138,1
25.78,57.57,671,138,2
25.92,57.38,671,146,1
25.81,57.56,686,140,2
25.84,57.36,696,139,2
25.84,57.19,695,148,1
25.71,57.8,696,140,2
25.88,57.26,682,137,2
25.95,57.16,677,140,1
25.87,57.57,895,181,2
25.88,57.44,781,146,2
25.78,57.64,722,136,2
25.75,57.7,695,136,1
25.85,57.47,673,140,1
25.72,57.66,666,127,2
25.8,57.78,671,132,2
25.81,57.83,671,137,1
25.74,57.54,680,156,1
25.85,57.69,693,161,1
25.83,57.66,679,154,1
25.96,57.24,697,151,1
25.84,57.54,714,143,2
25.87,57.83,690,142,1
25.96,57.12,667,138,1
25.81,57.56,647,125,1
25.83,57.71,629,126,1
25.72,57.74,625,130,1
25.87,57.38,620,138,1
25.75,57.59,624,137,1
25.75,57.62,617,133,2
25.7,57.92,622,126,2
25.75,57.72,612,130,2
25.8,57.47,608,131,1
25.77,57.69,607,124,2
25.91,57.31,601,124,1
25.85,57.42,597,124,1
25.68,57.98,609,126,1
25.74,58.04,614,128,2
25.7,58.19,615,128,1
25.78,57.91,605,129,1
25.81,58.15,599,124,1
25.75,58.17,593,126,1
25.77,58.19,599,128,2
25.88,57.67,591,129,1
25.77,58.03,581,120,1
25.72,58.39,584,113,1
25.84,58.14,587,124,1
25.71,58.48,588,123,1
25.68,58.53,592,121,1
25.74,58.54,590,126,1
25.77,58.41,600,121,2
25.75,58.41,602,124,1
25.74,58.62,586,112,2
25.65,58.79,584,121,2
25.8,58.65,580,121,2
25.91,57.87,580,140,2
25.71,58.67,574,132,1
25.75,58.49,560,129,2
25.81,58.54,552,126,2
25.78,58.43,562,140,1
25.71,58.93,572,133,2
25.77,58.52,578,131,2
25.75,58.7,572,125,2
25.72,58.6,577,131,2
25.77,58.3,571,122,2
25.81,58.23,562,124,2
25.84,58.18,554,125,1
25.87,57.85,552,127,2
25.6,58.39,541,131,2
25.68,57.96,527,136,2
25.75,56.42,525,132,1
25.77,55.31,519,135,2
25.77,54.51,512,138,2
25.8,53.81,508,119,2
25.78,53.37,505,127,2
25.81,53.03,504,123,2
25.81,52.96,500,121,2
25.84,53.21,498,130,2
25.8,53.88,511,130,2
25.77,53.87,518,123,3
25.75,53.84,523,122,3
25.78,53.77,534,125,2
25.83,53.6,541,122,3
25.83,53.94,549,121,3
25.84,54.5,560,130,5
25.83,54.95,564,122,5
25.8,54.93,560,130,4
25.84,54.69,554,133,5
25.91,54.44,548,124,3
25.84,54.57,551,120,4
25.83,54.59,555,121,2
25.88,54.35,564,130,2
25.87,54.57,575,135,4
25.83,54.75,580,131,2
25.88,54.41,585,126,4
25.83,54.64,589,123,3
25.83,54.56,585,117,4
25.83,54.35,587,107,3
25.83,54.48,591,112,3
25.87,54.33,593,109,2
25.84,54.5,601,113,3
25.88,54.49,607,109,2
25.85,54.59,619,115,3
25.87,54.35,618,128,3
25.87,54.19,616,118,3
25.91,54.1,613,119,2
25.87,54.07,610,110,2
25.88,53.7,606,116,2
25.84,53.66,598,115,2
25.81,53.71,594,109,2
25.88,53.26,588,109,2
25.87,53.19,589,108,2
25.84,53.41,586,113,2
25.89,53.17,593,116,5
25.91,53.4,593,130,32
25.81,54.04,596,117,42
25.88,54.24,591,119,36
25.85,54.37,589,118,32
25.85,54.13,582,128,22
25.87,54.23,580,137,21
25.85,54.52,586,144,17
25.84,54.57,586,153,16
25.87,54.37,584,153,12
25.89,54.42,580,155,12
25.91,54.63,575,196,15
25.91,54.57,575,159,36
25.92,54.49,567,166,39
25.94,54.63,568,155,34
25.91,54.88,571,183,26
25.91,54.97,571,171,20
25.94,55.04,565,167,17
25.92,54.78,559,164,18
25.89,54.95,550,154,12
25.95,54.73,534,145,11
25.88,54.8,530,136,9
25.98,54.38,527,125,7
26.01,54.09,525,143,5
26.02,53.94,528,171,5
26.04,54.0,538,195,5
26.36,54.6,676,124,9
26.14,54.6,637,205,6
26.18,54.0,608,177,8
26.14,54.76,595,160,9
26.22,57.75,594,148,38
26.15,56.8,637,147,8
26.17,55.8,624,144,7
26.15,55.09,614,141,5
26.12,55.09,607,144,5
26.11,54.73,599,157,6
26.11,54.41,590,138,6
26.12,54.38,587,157,3
26.18,54.04,587,150,2
26.14,53.88,586,123,2
26.09,53.84,582,117,2
26.14,53.66,574,111,3
26.09,53.43,557,108,2
26.09,53.32,545,100,2
26.02,53.35,528,91,2
26.09,53.06,515,90,2
26.09,53.01,501,86,2
26.08,52.87,495,99,2
26.02,53.02,486,90,2
26.04,52.92,479,83,2
26.04,52.74,475,79,2
25.99,52.84,468,83,1
26.04,52.7,464,80,1
26.08,52.61,455,85,1
26.02,52.99,449,82,2
26.09,52.94,446,76,1
25.99,53.27,448,80,2
26.05,53.37,450,81,2
26.04,53.36,460,90,1
25.99,53.71,470,97,2
26.05,54.2,484,94,2
26.02,54.6,499,97,2
26.04,54.74,516,100,2
26.05,54.77,526,105,2
26.02,54.8,537,107,1
26.04,54.92,542,110,2
25.99,55.12,550,110,2
26.02,55.0,552,101,2
26.04,54.92,552,113,2
26.05,54.97,556,111,2
26.19,54.7,560,121,23
26.18,54.84,613,129,23
25.99,54.7,624,128,21
25.87,54.44,599,110,19
25.88,54.19,574,105,13
25.88,53.7,550,90,14
25.87,53.78,533,93,10
25.81,53.63,519,84,9
25.84,53.49,497,79,9
25.92,53.44,489,87,8
25.91,54.36,489,86,7
25.89,55.77,529,89,8
25.94,56.21,569,97,6
25.92,56.83,596,103,6
25.95,56.6,601,103,6
25.87,57.2,599,116,4
25.89,57.41,598,115,4
25.84,57.57,596,117,4
25.88,57.55,590,120,4
25.83,57.76,590,117,4
25.84,57.6,586,124,3
25.84,57.65,589,117,3
25.8,57.75,596,110,3
25.84,57.78,608,116,3
25.92,57.74,620,126,4
25.83,59.29,676,148,4
25.83,59.73,693,155,3
25.98,59.53,694,156,2
25.89,60.25,713,154,3
25.89,60.43,744,158,4
25.72,61.14,764,145,2
25.74,60.8,757,141,2
25.83,60.09,741,151,2
25.92,59.3,722,157,2
25.89,59.72,707,233,2
25.78,60.09,685,218,1
25.7,60.3,678,192,1
25.87,59.67,672,174,1
25.7,60.41,665,156,2
25.58,60.86,661,146,3
25.74,60.13,658,144,2
25.7,60.42,655,139,1
25.64,60.73,650,141,1
25.54,60.9,646,135,2
25.61,60.32,642,129,2
25.58,60.54,640,131,1
25.67,60.24,641,128,1
25.61,60.5,631,121,1
25.62,60.62,633,127,1
25.54,60.79,628,130,1
25.58,60.68,619,128,1
25.5,61.12,615,122,1
25.84,59.85,630,126,1
25.85,59.57,649,123,2
25.67,60.12,661,125,2
25.54,60.77,662,122,1
25.62,60.33,667,125,2
25.67,60.07,677,126,1
25.58,60.55,662,119,1
25.47,60.56,657,122,1
25.55,59.74,646,114,2
25.55,59.67,648,123,1
25.52,59.26,653,123,1
25.5,59.32,651,119,2
25.38,59.57,638,110,2
25.44,59.19,637,113,2
25.48,58.94,630,119,3
25.51,58.73,625,114,2
25.48,58.99,619,110,1
25.5,58.85,620,111,2
25.61,58.33,616,114,1
25.5,58.8,613,107,1
25.41,59.14,615,113,1
25.38,59.09,617,111,2
25.47,58.71,619,115,1
25.44,58.61,601,106,2
25.42,58.62,607,112,2
25.4,58.63,620,111,2
25.61,58.47,619,116,1
25.51,58.36,619,117,1
25.5,58.32,617,114,2
25.42,58.53,624,116,1
25.45,58.59,618,114,1
25.6,58.11,607,120,1
25.57,58.08,596,116,1
25.54,58.09,591,112,1
25.55,58.15,591,210,2
25.51,57.97,590,135,1
25.41,58.42,606,123,1
25.37,58.46,599,115,2
25.31,58.37,594,106,1
25.31,58.13,594,114,1
25.38,58.22,600,116,1
25.45,57.72,614,112,1
25.28,58.25,629,121,1
25.26,58.08,635,113,1
25.21,58.25,628,107,0
25.31,57.82,660,124,1
25.26,57.89,638,116,1
25.4,57.46,624,113,1
25.24,57.91,615,108,1
25.36,57.9,617,112,1
25.16,58.35,622,112,1
25.26,57.72,603,112,1
25.26,57.84,606,103,1
25.38,57.73,597,107,2
25.28,57.71,589,106,1
25.26,57.86,584,105,1
25.28,57.56,593,108,1
25.24,57.64,609,111,1
25.28,57.17,603,102,1
25.28,56.89,594,161,1
25.21,57.06,580,141,1
25.28,56.99,593,126,2
25.18,57.33,622,121,1
25.41,56.76,608,114,1
25.37,56.83,601,102,1
25.3,56.91,612,107,1
25.24,56.77,619,113,2
25.28,56.68,607,101,1
25.26,56.68,606,107,1
25.21,56.41,594,90,1
25.2,56.38,593,93,1
25.34,56.22,593,95,1
25.21,56.22,589,91,1
25.24,55.88,586,85,1
25.09,55.95,575,88,1
25.11,55.69,556,107,1
25.18,55.26,546,106,0
25.1,55.44,549,104,1
25.23,55.09,545,102,1
25.2,55.2,540,102,1
25.14,54.92,538,101,1
25.11,55.01,540,101,1
25.26,54.69,540,101,1
25.24,54.38,541,103,1
25.28,54.43,547,96,1
25.33,54.1,559,94,1
25.14,54.59,560,83,1
25.34,53.96,547,88,1
25.38,54.3,547,89,1
25.1,54.69,527,86,1
25.09,54.47,523,78,0
25.09,54.62,521,72,1
25.0,54.69,512,71,1
25.01,54.91,518,75,0
25.04,54.59,521,67,1
25.04,54.62,514,70,0
24.9,54.75,505,61,1
24.97,54.46,505,57,1
24.8,54.94,499,54,0
25.09,53.98,495,60,1
24.8,54.57,490,54,1
24.98,54.36,482,56,0
24.94,54.11,483,54,1
24.93,54.11,494,58,1
24.95,53.95,507,63,1
24.89,53.77,518,57,1
24.91,53.61,507,52,1
24.95,53.61,508,53,1
24.98,53.57,517,53,1
24.91,53.8,519,51,1
24.91,53.8,511,59,1
24.97,53.53,514,52,1
24.9,53.78,515,51,1
24.77,53.47,488,39,1
24.79,53.06,478,46,1
24.81,53.05,475,36,1
24.84,52.96,490,43,1
24.84,52.89,479,40,1
24.81,52.79,482,43,1
24.84,52.67,495,39,1
24.79,52.49,504,42,1
24.79,52.57,480,40,1
24.77,52.75,477,37,1
24.95,52.23,471,31,1
25.04,52.25,469,34,1
24.95,52.65,466,38,1
24.87,52.97,472,45,1
24.77,53.21,469,38,1
24.79,53.31,476,35,1
24.87,53.37,479,36,1
24.8,53.52,486,39,1
24.94,52.62,477,37,1
24.97,50.95,452,29,1
25.06,50.0,441,36,1
24.95,49.9,432,34,1
25.06,49.52,429,38,1
25.13,49.19,423,32,1
25.0,48.94,421,35,1
25.04,49.17,413,36,1
25.06,49.04,411,30,1
25.07,48.88,408,34,1
25.06,49.34,418,40,1
25.1,49.21,421,33,1
25.13,49.11,418,34,1
25.01,49.43,420,41,2
25.09,49.59,421,42,1
25.06,49.38,422,36,2
25.07,49.2,423,23,2
25.04,48.72,423,36,1
25.06,48.59,426,30,2
25.13,48.19,426,34,3
24.98,48.01,425,23,2
25.11,47.67,428,29,2
25.03,47.52,427,30,2
25.21,47.23,429,32,1
25.11,47.42,431,37,1
25.1,47.43,429,41,3
25.17,47.24,431,30,1
25.2,47.02,426,43,2
25.23,46.84,426,41,2
25.34,46.21,428,44,3
25.24,46.22,428,34,2
25.31,46.09,429,25,2
25.34,45.91,426,36,2
25.24,46.06,430,33,1
25.28,45.68,427,25,1
25.27,45.55,436,27,1
25.3,45.69,436,39,1
25.28,45.73,438,44,1
25.23,45.8,441,28,1
25.37,45.48,444,33,1
25.26,45.06,449,26,1
25.26,44.88,450,32,2
25.23,44.98,452,67,18
25.33,44.94,455,76,18
25.23,44.9,451,76,12
25.23,45.16,450,90,8
25.17,45.2,449,91,8
25.26,45.29,455,94,6
25.14,45.66,459,96,6
25.17,46.34,453,119,4
25.23,46.77,456,128,4
25.23,47.16,457,114,6
25.2,47.29,454,107,4
25.2,47.12,453,113,3
25.16,47.21,451,105,3
25.3,47.07,456,107,3
25.2,47.11,456,101,4
25.17,47.27,452,96,2
25.21,47.06,449,95,3
25.18,47.44,450,81,2
25.24,47.3,453,98,2
25.18,47.23,455,87,2
25.2,46.91,453,87,2
25.26,46.6,448,79,2
25.24,46.44,449,81,2
25.2,46.15,438,77,1
25.34,46.19,446,76,3
25.36,46.29,457,79,2
25.33,46.68,475,79,8
25.26,46.68,487,86,12
25.28,46.86,504,94,9
25.33,46.26,516,83,6
25.31,46.42,515,94,4
25.3,46.4,521,95,4
25.3,46.48,531,105,4
25.31,46.13,543,101,2
25.34,45.61,546,104,3
25.4,45.78,552,107,2
25.34,46.01,566,104,2
25.41,45.54,573,103,2
25.42,45.41,585,119,1
25.55,45.65,583,107,2
25.48,45.34,605,112,2
25.44,45.59,610,114,1
25.37,45.44,606,105,2
25.47,45.06,600,108,2
25.51,45.12,597,100,1
25.45,45.19,595,104,2
25.41,45.2,589,106,2
25.48,45.03,586,107,2
25.52,45.3,590,121,5
25.57,44.43,575,114,2
25.57,44.31,563,104,2
25.61,44.0,563,103,4
25.48,44.7,555,102,1
25.54,44.38,550,104,2
25.58,44.08,547,116,2
25.52,43.81,544,100,2
25.61,43.61,548,111,10
25.65,44.54,557,135,11
25.6,44.15,565,133,13
25.52,44.2,570,147,21
25.57,43.4,571,132,28
25.58,42.45,555,112,20
25.54,41.99,530,105,11
25.45,40.98,514,89,9
25.37,40.17,491,96,6
25.36,40.87,487,78,8
25.45,40.84,494,89,5
25.47,40.55,500,89,5
25.61,40.49,521,90,4
25.41,41.17,543,90,5
25.4,41.36,553,98,6
25.4,41.65,568,99,3
25.38,41.28,578,96,3
25.44,41.66,587,98,3
25.38,41.06,578,91,3
25.41,41.46,581,93,2
25.41,40.78,585,85,3
25.42,40.78,588,84,1
25.37,41.1,588,82,4
25.4,41.94,585,90,3
25.4,42.2,596,97,2
25.44,42.37,602,93,3
25.48,42.41,604,92,1
25.28,45.93,598,90,2
25.28,46.33,595,98,2
25.31,46.8,594,100,2
25.27,47.27,596,103,4
25.2,47.92,632,111,2
25.31,48.08,660,106,3
25.26,48.42,668,107,2
25.18,48.49,674,104,1
25.03,49.07,673,108,1
25.03,49.0,667,110,2
24.98,49.27,656,99,1
24.93,49.66,645,98,2
24.95,49.6,641,97,2
24.91,50.18,634,96,1
24.91,50.39,625,89,1
24.97,50.5,622,90,1
24.93,50.9,612,95,1
24.81,51.16,613,83,1
24.77,51.38,605,87,1
24.91,51.16,601,87,1
24.89,51.34,602,85,1
24.94,51.44,607,90,1
24.81,51.78,610,82,1
24.97,51.56,605,83,1
25.03,51.39,603,80,1
24.73,52.61,687,215,1
24.69,52.6,679,192,1
24.81,52.3,673,172,1
24.7,52.74,676,171,1
24.67,52.46,680,161,1
24.67,52.68,668,185,1
24.64,53.01,657,179,1
24.64,53.05,657,167,1
24.63,53.19,652,158,1
24.57,53.27,646,154,1
24.56,53.16,644,153,1
24.64,53.03,645,144,2
24.7,52.56,653,147,2
24.63,52.86,639,143,2
24.66,52.69,645,147,1
24.93,52.52,695,145,2
24.84,52.56,704,148,1
24.84,52.7,708,163,1
24.89,52.51,699,168,1
24.86,52.75,687,150,1
24.87,52.49,684,151,1
24.87,52.44,687,148,1
24.8,52.69,677,145,1
24.94,52.35,667,148,2
25.07,51.83,684,141,1
25.01,52.23,693,145,1
25.0,52.16,699,134,2
24.93,52.48,696,140,1
24.93,52.22,693,144,2
24.93,52.21,697,138,1
24.9,52.21,688,140,1
24.83,52.49,685,131,1
24.81,52.45,684,141,1
24.79,52.35,673,127,1
24.73,52.69,674,130,1
24.67,52.72,669,129,1
24.91,52.02,658,123,2
24.66,52.78,647,131,1
24.69,52.84,652,135,1
24.73,52.71,644,137,1
24.64,52.86,642,136,1
24.83,52.29,653,137,2
24.73,52.58,648,130,1
24.74,52.47,649,136,1
24.73,52.49,647,132,1
24.66,52.8,640,120,1
24.76,52.53,643,189,1
24.66,52.56,641,196,1
24.84,52.34,640,779,1
24.6,52.94,645,398,1
24.62,52.79,644,297,1
24.63,52.79,635,244,2
24.7,52.67,633,453,1
24.69,52.5,627,297,2
24.57,52.63,620,259,1
24.8,51.9,612,209,1
24.64,52.22,611,183,1
24.62,52.54,617,164,2
24.5,52.7,623,158,1
24.6,52.91,622,212,2
24.49,52.78,616,336,1
24.55,52.91,614,276,1
24.55,52.6,631,228,1
24.64,52.68,620,201,1
24.62,52.39,628,197,2
24.55,52.79,647,194,1
24.49,52.75,650,161,1
24.59,52.56,635,158,1
24.62,52.54,623,147,1
24.57,52.89,621,150,1
24.53,52.65,613,145,1
24.52,52.75,614,144,1
24.63,52.43,614,150,1
24.6,52.4,605,152,1
24.57,52.62,604,146,2
24.63,52.45,604,155,1
24.53,53.08,607,248,2
24.46,53.06,602,203,1
24.59,52.62,609,190,1
24.62,52.51,625,188,1
24.76,52.24,629,235,1
24.7,52.36,614,190,2
24.62,53.09,610,351,2
24.56,52.62,600,344,1
24.52,52.94,598,281,1
24.63,52.67,612,242,1
24.5,52.97,612,192,2
24.6,52.81,624,284,1
24.55,53.14,618,240,1
24.69,52.7,614,204,1
24.53,53.0,597,468,2
24.53,53.21,599,542,1
24.5,53.24,588,520,1
24.4,53.47,574,379,1
24.39,53.7,572,319,1
24.56,53.23,570,292,2
24.49,53.44,577,266,2
24.57,53.39,581,251,1
24.52,53.59,592,233,1
24.44,53.79,591,252,2
24.5,53.63,586,216,2
